Circuit delay: 868.304 ps

Gate slacks:
OR-2790: 451.512 ps
OR-2793: 435.427 ps
OR-2796: 435.427 ps
AND-2866: 658.626 ps
AND-2867: 452.191 ps
AND-2868: 454.547 ps
AND-2869: 398.421 ps
AND-2878: 673.386 ps
AND-2913: 313.158 ps
AND-2914: 399.161 ps
AND-2915: 379.677 ps
AND-2916: 375.819 ps
AND-2917: 371.965 ps
AND-2918: 175.943 ps
AND-2919: 206.991 ps
AND-2920: 185.643 ps
AND-2921: 198.029 ps
AND-2922: 225.015 ps
AND-2923: 421.428 ps
AND-2924: 378.023 ps
AND-2925: 342.761 ps
AND-2926: 338.511 ps
AND-2927: 334.264 ps
AND-2928: 415.073 ps
AND-2929: 124.852 ps
AND-2930: 96.306 ps
AND-2931: 86.8304 ps
AND-2932: 139.446 ps
AND-2933: 415.079 ps
AND-2934: 97.5212 ps
AND-2935: 96.306 ps
AND-2936: 86.8304 ps
AND-2937: 139.446 ps
NAND-2988: 584.887 ps
AND-3005: 192.589 ps
AND-3006: 206.991 ps
AND-3007: 185.643 ps
AND-3008: 198.029 ps
AND-3009: 241.925 ps
AND-3020: 415.078 ps
AND-3021: 371.672 ps
AND-3022: 336.41 ps
AND-3023: 332.16 ps
AND-3024: 327.913 ps
AND-3025: 323.61 ps
AND-3026: 382.116 ps
AND-3027: 378.125 ps
AND-3028: 374.285 ps
AND-3029: 370.447 ps
AND-3032: 415.347 ps
AND-3033: 415.347 ps
AND-3034: 319.607 ps
AND-3035: 315.357 ps
AND-3036: 311.11 ps
AND-3037: 306.807 ps
AND-3038: 392.81 ps
AND-3039: 373.326 ps
AND-3040: 369.469 ps
AND-3041: 365.614 ps
BUFF-3061: 586.645 ps
BUFF-3064: 586.645 ps
BUFF-3067: 675.418 ps
BUFF-3070: 687.091 ps
NOT-3073: 422.847 ps
NOT-3080: 419.422 ps
AND-3096: 477.75 ps
AND-3097: 291.286 ps
AND-3101: 214.648 ps
AND-3107: 185.496 ps
AND-3114: 156.861 ps
AND-3122: 577.042 ps
OR-3126: 658.626 ps
AND-3130: 452.191 ps
OR-3131: 398.421 ps
AND-3134: 423.672 ps
NOT-3135: 732.191 ps
AND-3136: 585.541 ps
AND-3137: 548.606 ps
AND-3140: 527.185 ps
AND-3144: 505.07 ps
AND-3149: 477.176 ps
AND-3155: 583.348 ps
OR-3159: 673.386 ps
NOT-3167: 435.422 ps
AND-3168: 442.115 ps
AND-3169: 314.988 ps
AND-3173: 278.212 ps
AND-3178: 236.741 ps
AND-3184: 382.665 ps
AND-3185: 296.436 ps
AND-3189: 219.795 ps
AND-3195: 190.643 ps
AND-3202: 162.024 ps
AND-3210: 419.886 ps
AND-3211: 382.991 ps
AND-3215: 358.142 ps
AND-3221: 327.969 ps
AND-3228: 373.776 ps
AND-3229: 348.128 ps
AND-3232: 326.706 ps
AND-3236: 304.59 ps
AND-3241: 276.72 ps
OR-3247: 313.158 ps
OR-3251: 399.161 ps
OR-3255: 379.677 ps
OR-3259: 375.819 ps
OR-3263: 371.965 ps
OR-3267: 175.943 ps
OR-3273: 206.991 ps
OR-3281: 185.643 ps
OR-3287: 198.029 ps
OR-3293: 225.015 ps
OR-3299: 378.023 ps
OR-3303: 342.761 ps
OR-3307: 338.511 ps
OR-3311: 334.264 ps
OR-3315: 124.852 ps
OR-3322: 96.306 ps
OR-3328: 86.8304 ps
OR-3334: 139.446 ps
OR-3340: 97.5212 ps
OR-3343: 96.306 ps
OR-3349: 86.8304 ps
OR-3355: 139.446 ps
AND-3361: 548.192 ps
AND-3362: 521.339 ps
AND-3363: 505.034 ps
AND-3364: 488.73 ps
AND-3365: 510.322 ps
AND-3366: 488.279 ps
AND-3367: 471.264 ps
AND-3368: 454.248 ps
AND-3369: 437.352 ps
AND-3370: 580.154 ps
AND-3371: 548.596 ps
AND-3372: 531.622 ps
AND-3373: 514.644 ps
AND-3374: 501.474 ps
AND-3375: 584.887 ps
AND-3379: 697.509 ps
NOT-3380: 435.427 ps
AND-3381: 369.124 ps
OR-3384: 192.589 ps
OR-3390: 206.991 ps
OR-3398: 185.643 ps
OR-3404: 198.029 ps
OR-3410: 241.925 ps
OR-3416: 371.672 ps
OR-3420: 336.41 ps
OR-3424: 332.16 ps
OR-3428: 327.913 ps
OR-3432: 323.61 ps
OR-3436: 382.116 ps
OR-3440: 378.125 ps
OR-3444: 374.285 ps
OR-3448: 370.447 ps
NOT-3452: 451.512 ps
NOT-3453: 435.427 ps
OR-3454: 319.607 ps
OR-3458: 315.357 ps
OR-3462: 311.11 ps
OR-3466: 306.807 ps
OR-3470: 392.81 ps
OR-3474: 373.326 ps
OR-3478: 369.469 ps
OR-3482: 365.614 ps
NOT-3486: 435.427 ps
BUFF-3487: 337.236 ps
BUFF-3490: 154.654 ps
BUFF-3493: 102.039 ps
BUFF-3496: 111.514 ps
BUFF-3499: 140.124 ps
BUFF-3502: 543.24 ps
NOR-3507: 454.547 ps
BUFF-3510: 543.24 ps
NOR-3515: 284.221 ps
BUFF-3518: 435.164 ps
BUFF-3521: 417.48 ps
BUFF-3524: 413.689 ps
BUFF-3527: 417.48 ps
BUFF-3530: 423.376 ps
BUFF-3535: 393.543 ps
BUFF-3539: 399.107 ps
BUFF-3542: 399.107 ps
BUFF-3545: 390.754 ps
BUFF-3548: 384.531 ps
NOT-3551: 542.649 ps
NOT-3552: 542.649 ps
BUFF-3553: 409.41 ps
BUFF-3557: 405.705 ps
BUFF-3560: 405.705 ps
BUFF-3563: 397.352 ps
BUFF-3566: 391.129 ps
NOT-3569: 542.649 ps
NOT-3570: 542.649 ps
BUFF-3571: 398.621 ps
BUFF-3574: 404.248 ps
BUFF-3577: 404.248 ps
BUFF-3580: 384.621 ps
BUFF-3583: 389.672 ps
BUFF-3586: 460.207 ps
BUFF-3589: 449.537 ps
BUFF-3592: 460.208 ps
BUFF-3595: 460.208 ps
BUFF-3598: 279.307 ps
BUFF-3601: 213.32 ps
BUFF-3604: 200.934 ps
BUFF-3607: 242.151 ps
BUFF-3610: 159.795 ps
BUFF-3613: 107.18 ps
BUFF-3616: 116.655 ps
BUFF-3619: 222.26 ps
BUFF-3622: 145.202 ps
NOR-3625: 317.459 ps
NOR-3628: 289.594 ps
BUFF-3631: 257.223 ps
BUFF-3634: 243.269 ps
BUFF-3637: 243.269 ps
BUFF-3640: 247.606 ps
BUFF-3643: 237.763 ps
BUFF-3646: 231.426 ps
BUFF-3649: 227.662 ps
BUFF-3652: 231.426 ps
BUFF-3655: 238.62 ps
NOR-3658: 638.427 ps
BUFF-3661: 253.381 ps
BUFF-3664: 148.697 ps
BUFF-3667: 391.967 ps
BUFF-3670: 387.167 ps
BUFF-3673: 395.815 ps
BUFF-3676: 391.015 ps
BUFF-3679: 399.667 ps
BUFF-3682: 394.867 ps
BUFF-3685: 379.156 ps
BUFF-3688: 374.356 ps
BUFF-3691: 383.459 ps
BUFF-3694: 383.459 ps
BUFF-3697: 387.706 ps
BUFF-3700: 387.706 ps
BUFF-3703: 391.956 ps
BUFF-3706: 391.956 ps
BUFF-3709: 403.668 ps
BUFF-3712: 398.868 ps
BUFF-3715: 396.347 ps
BUFF-3718: 396.347 ps
BUFF-3721: 406.609 ps
BUFF-3724: 410.449 ps
BUFF-3727: 414.292 ps
BUFF-3730: 359.774 ps
BUFF-3733: 418.31 ps
BUFF-3736: 422.782 ps
BUFF-3739: 424.323 ps
BUFF-3742: 427.278 ps
BUFF-3745: 422.389 ps
BUFF-3748: 431.512 ps
BUFF-3751: 426.622 ps
BUFF-3754: 435.749 ps
BUFF-3757: 430.859 ps
BUFF-3760: 440.126 ps
BUFF-3763: 438.941 ps
BUFF-3766: 410.595 ps
BUFF-3769: 410.595 ps
BUFF-3772: 410.595 ps
BUFF-3775: 395.811 ps
BUFF-3778: 396.018 ps
NOT-3781: 541.44 ps
NOT-3782: 541.44 ps
OR-3783: 415.073 ps
OR-3786: 415.079 ps
OR-3789: 421.428 ps
BUFF-3792: 411.835 ps
BUFF-3795: 487.689 ps
BUFF-3798: 487.689 ps
BUFF-3801: 487.689 ps
BUFF-3804: 487.689 ps
BUFF-3807: 429.97 ps
BUFF-3810: 426.679 ps
BUFF-3813: 426.679 ps
BUFF-3816: 411.835 ps
BUFF-3819: 410.595 ps
BUFF-3822: 410.595 ps
BUFF-3825: 410.595 ps
BUFF-3828: 391.218 ps
BUFF-3831: 396.018 ps
BUFF-3834: 466.805 ps
BUFF-3837: 466.805 ps
BUFF-3840: 466.805 ps
BUFF-3843: 466.805 ps
BUFF-3846: 347.273 ps
BUFF-3849: 351.522 ps
BUFF-3852: 355.774 ps
BUFF-3855: 406.736 ps
BUFF-3858: 410.595 ps
BUFF-3861: 410.595 ps
BUFF-3864: 410.595 ps
BUFF-3867: 396.018 ps
BUFF-3870: 396.018 ps
BUFF-3873: 471.605 ps
BUFF-3876: 471.605 ps
BUFF-3879: 471.605 ps
BUFF-3882: 471.605 ps
OR-3885: 415.347 ps
OR-3888: 415.347 ps
OR-3891: 415.078 ps
NAND-3953: 686.593 ps
NOT-3954: 675.418 ps
NAND-3955: 698.289 ps
NOT-3956: 687.091 ps
NOT-3958: 422.847 ps
NOT-3964: 419.422 ps
OR-4193: 697.509 ps
OR-4303: 452.191 ps
NOT-4308: 586.645 ps
NOT-4313: 586.645 ps
NAND-4326: 542.649 ps
NAND-4327: 542.649 ps
NAND-4333: 542.649 ps
NAND-4334: 542.649 ps
NAND-4411: 541.44 ps
NAND-4412: 541.44 ps
NAND-4463: 348.409 ps
NOT-4464: 337.236 ps
NAND-4465: 165.831 ps
NOT-4466: 154.654 ps
NAND-4467: 113.216 ps
NOT-4468: 102.039 ps
NAND-4469: 122.69 ps
NOT-4470: 111.514 ps
NAND-4471: 151.295 ps
NOT-4472: 140.124 ps
NOT-4473: 697.532 ps
NOT-4474: 679.136 ps
NAND-4475: 446.334 ps
NOT-4476: 435.164 ps
NAND-4477: 428.655 ps
NOT-4478: 417.48 ps
NAND-4479: 424.865 ps
NOT-4480: 413.689 ps
NAND-4481: 428.655 ps
NOT-4482: 417.48 ps
NAND-4483: 434.547 ps
NOT-4484: 423.376 ps
NOT-4485: 703.556 ps
NOT-4486: 693.884 ps
NAND-4487: 675.418 ps
NAND-4488: 687.091 ps
NOT-4489: 393.543 ps
NAND-4490: 404.711 ps
NOT-4491: 399.107 ps
NOT-4492: 399.107 ps
NOT-4493: 390.754 ps
NOT-4494: 384.531 ps
NOT-4495: 409.41 ps
NAND-4496: 419.422 ps
NOT-4497: 405.705 ps
NOT-4498: 405.705 ps
NOT-4499: 397.352 ps
NOT-4500: 391.129 ps
NOT-4501: 398.621 ps
NAND-4502: 409.788 ps
NOT-4503: 404.248 ps
NOT-4504: 404.248 ps
NOT-4505: 384.621 ps
NOT-4506: 389.672 ps
NAND-4507: 290.478 ps
NOT-4508: 279.307 ps
NAND-4509: 224.496 ps
NOT-4510: 213.32 ps
NAND-4511: 212.109 ps
NOT-4512: 200.934 ps
NAND-4513: 253.323 ps
NOT-4514: 242.151 ps
NAND-4515: 170.971 ps
NOT-4516: 159.795 ps
NAND-4517: 118.357 ps
NOT-4518: 107.18 ps
NAND-4519: 127.831 ps
NOT-4520: 116.655 ps
NAND-4521: 233.43 ps
NOT-4522: 222.26 ps
NAND-4523: 156.372 ps
NOT-4524: 145.202 ps
NAND-4525: 268.394 ps
NOT-4526: 257.223 ps
NAND-4527: 254.444 ps
NOT-4528: 243.269 ps
NAND-4529: 254.444 ps
NOT-4530: 243.269 ps
NAND-4531: 258.778 ps
NOT-4532: 247.606 ps
NAND-4533: 248.933 ps
NOT-4534: 237.763 ps
NAND-4535: 242.6 ps
NOT-4536: 231.426 ps
NAND-4537: 238.837 ps
NOT-4538: 227.662 ps
NAND-4539: 242.6 ps
NOT-4540: 231.426 ps
NAND-4541: 249.791 ps
NOT-4542: 238.62 ps
NOT-4543: 638.427 ps
AND-4544: 341.03 ps
AND-4545: 304.129 ps
AND-4549: 279.331 ps
AND-4555: 249.297 ps
AND-4562: 311.971 ps
AND-4563: 281.257 ps
AND-4566: 259.835 ps
AND-4570: 237.719 ps
NOT-4575: 253.381 ps
AND-4576: 363.226 ps
AND-4577: 299.706 ps
AND-4581: 262.929 ps
AND-4586: 221.543 ps
AND-4592: 320.828 ps
AND-4593: 276.087 ps
AND-4597: 199.446 ps
AND-4603: 170.294 ps
NOT-4610: 148.697 ps
NOT-4611: 391.967 ps
NOT-4612: 387.167 ps
NOT-4613: 395.815 ps
NOT-4614: 391.015 ps
NOT-4615: 399.667 ps
NOT-4616: 394.867 ps
NOT-4617: 379.156 ps
NOT-4618: 374.356 ps
NOT-4619: 383.459 ps
NOT-4620: 383.459 ps
NOT-4621: 387.706 ps
NOT-4622: 387.706 ps
NOT-4623: 391.956 ps
NOT-4624: 391.956 ps
NOT-4625: 403.668 ps
NOT-4626: 398.868 ps
NOT-4627: 396.347 ps
NOT-4628: 396.347 ps
NOT-4629: 406.609 ps
AND-4630: 489.75 ps
NOT-4631: 410.449 ps
AND-4632: 462.895 ps
NOT-4633: 414.292 ps
AND-4634: 446.638 ps
AND-4635: 430.38 ps
NOT-4636: 359.774 ps
AND-4637: 454.695 ps
AND-4638: 427.834 ps
AND-4639: 410.854 ps
AND-4640: 393.873 ps
AND-4641: 377.003 ps
NOT-4642: 418.31 ps
NOT-4643: 422.782 ps
NOT-4644: 424.323 ps
NOT-4645: 427.278 ps
NOT-4646: 422.389 ps
NOT-4647: 431.512 ps
NOT-4648: 426.622 ps
NOT-4649: 435.749 ps
NOT-4650: 430.859 ps
NOT-4651: 440.126 ps
NOT-4652: 438.941 ps
NOT-4653: 721.432 ps
AND-4656: 374.738 ps
AND-4657: 337.837 ps
AND-4661: 312.987 ps
AND-4667: 282.905 ps
AND-4674: 328.618 ps
AND-4675: 297.903 ps
AND-4678: 276.481 ps
AND-4682: 254.365 ps
AND-4687: 226.495 ps
NOT-4693: 410.595 ps
NAND-4694: 421.761 ps
NOT-4695: 410.595 ps
NOT-4696: 410.595 ps
NOT-4697: 395.811 ps
NOT-4698: 396.018 ps
NOT-4699: 415.073 ps
NOT-4700: 415.079 ps
AND-4701: 396.976 ps
AND-4702: 299.706 ps
AND-4706: 262.929 ps
AND-4711: 221.543 ps
AND-4717: 337.515 ps
AND-4718: 276.087 ps
AND-4722: 199.446 ps
AND-4728: 170.294 ps
AND-4735: 141.674 ps
NOT-4743: 421.428 ps
NOT-4744: 411.835 ps
NOT-4745: 429.97 ps
NAND-4746: 441.136 ps
NOT-4747: 426.679 ps
NOT-4748: 426.679 ps
NOT-4749: 411.835 ps
NOT-4750: 410.595 ps
NAND-4751: 421.761 ps
NOT-4752: 410.595 ps
NOT-4753: 410.595 ps
NOT-4754: 391.218 ps
NOT-4755: 396.018 ps
AND-4756: 472.947 ps
AND-4757: 446.093 ps
AND-4758: 429.835 ps
AND-4759: 413.577 ps
AND-4760: 437.892 ps
NOT-4761: 347.273 ps
AND-4762: 411.031 ps
NOT-4763: 351.522 ps
AND-4764: 394.051 ps
NOT-4765: 355.774 ps
AND-4766: 377.071 ps
AND-4767: 369.124 ps
NOT-4768: 406.736 ps
AND-4769: 97.5212 ps
NOT-4775: 410.595 ps
NAND-4776: 421.761 ps
NOT-4777: 410.595 ps
NOT-4778: 410.595 ps
NOT-4779: 396.018 ps
NOT-4780: 396.018 ps
NOT-4781: 415.347 ps
NOT-4782: 415.347 ps
NOT-4783: 415.078 ps
OR-4784: 398.421 ps
NOT-4789: 543.24 ps
NOT-4790: 408.628 ps
NOT-4793: 454.547 ps
NOT-4794: 543.24 ps
NOT-4795: 284.221 ps
BUFF-4796: 236.468 ps
NOT-4799: 460.207 ps
NOT-4800: 449.537 ps
NOT-4801: 460.208 ps
NOT-4802: 460.208 ps
NAND-4803: 542.649 ps
NAND-4806: 542.649 ps
NOT-4809: 317.459 ps
BUFF-4810: 289.758 ps
NOT-4813: 289.594 ps
BUFF-4814: 241.628 ps
BUFF-4817: 619.315 ps
BUFF-4820: 225.015 ps
BUFF-4823: 211.142 ps
BUFF-4826: 211.142 ps
BUFF-4829: 231.402 ps
BUFF-4832: 175.943 ps
BUFF-4835: 164.555 ps
BUFF-4838: 160.791 ps
BUFF-4841: 164.555 ps
NOR-4844: 623.394 ps
BUFF-4847: 247.211 ps
BUFF-4850: 198.029 ps
BUFF-4853: 185.643 ps
BUFF-4856: 180.299 ps
BUFF-4859: 139.446 ps
BUFF-4862: 86.8304 ps
BUFF-4865: 96.306 ps
BUFF-4868: 206.991 ps
NOR-4871: 302.437 ps
BUFF-4874: 370.447 ps
BUFF-4877: 374.285 ps
BUFF-4880: 378.125 ps
BUFF-4883: 323.61 ps
BUFF-4886: 327.913 ps
BUFF-4889: 334.264 ps
BUFF-4892: 332.16 ps
BUFF-4895: 338.511 ps
BUFF-4898: 336.41 ps
BUFF-4901: 342.761 ps
BUFF-4904: 382.116 ps
BUFF-4907: 371.672 ps
BUFF-4910: 378.023 ps
BUFF-4913: 241.925 ps
BUFF-4916: 227.971 ps
BUFF-4919: 227.971 ps
BUFF-4922: 232.33 ps
BUFF-4925: 192.589 ps
BUFF-4928: 181.201 ps
BUFF-4931: 177.437 ps
BUFF-4934: 181.201 ps
BUFF-4937: 218.271 ps
NOR-4940: 623.397 ps
BUFF-4943: 378.271 ps
BUFF-4946: 383.899 ps
BUFF-4949: 383.899 ps
BUFF-4952: 369.322 ps
BUFF-4955: 369.322 ps
BUFF-4958: 444.909 ps
BUFF-4961: 434.261 ps
BUFF-4964: 444.909 ps
BUFF-4967: 444.909 ps
BUFF-4970: 393.536 ps
BUFF-4973: 383.899 ps
BUFF-4976: 383.899 ps
BUFF-4979: 369.322 ps
BUFF-4982: 369.322 ps
BUFF-4985: 444.909 ps
BUFF-4988: 434.261 ps
BUFF-4991: 444.909 ps
BUFF-4994: 444.909 ps
NAND-4997: 541.44 ps
BUFF-5000: 264.009 ps
BUFF-5003: 198.029 ps
BUFF-5006: 185.643 ps
BUFF-5009: 196.986 ps
BUFF-5012: 139.446 ps
BUFF-5015: 86.8304 ps
BUFF-5018: 96.306 ps
BUFF-5021: 206.991 ps
BUFF-5024: 124.852 ps
NOR-5027: 302.437 ps
NOR-5030: 269.245 ps
BUFF-5033: 396.596 ps
BUFF-5036: 396.596 ps
BUFF-5039: 396.596 ps
BUFF-5042: 382.02 ps
NOT-5045: 487.689 ps
NOT-5046: 487.689 ps
NOT-5047: 487.689 ps
NOT-5048: 487.689 ps
BUFF-5049: 382.02 ps
BUFF-5052: 457.607 ps
BUFF-5055: 457.607 ps
BUFF-5058: 457.607 ps
BUFF-5061: 457.607 ps
NOT-5064: 466.805 ps
NOT-5065: 466.805 ps
NOT-5066: 466.805 ps
NOT-5067: 466.805 ps
BUFF-5068: 365.614 ps
BUFF-5071: 371.965 ps
BUFF-5074: 369.469 ps
BUFF-5077: 375.819 ps
BUFF-5080: 373.326 ps
BUFF-5083: 379.677 ps
BUFF-5086: 306.807 ps
BUFF-5089: 313.158 ps
BUFF-5092: 311.11 ps
BUFF-5095: 315.357 ps
BUFF-5098: 319.607 ps
BUFF-5101: 392.81 ps
BUFF-5104: 399.161 ps
BUFF-5107: 392.455 ps
NOT-5110: 471.605 ps
NOT-5111: 471.605 ps
NOT-5112: 471.605 ps
NOT-5113: 471.605 ps
BUFF-5114: 390.245 ps
BUFF-5117: 390.245 ps
BUFF-5120: 375.669 ps
BUFF-5123: 375.669 ps
BUFF-5126: 451.256 ps
BUFF-5129: 451.256 ps
BUFF-5132: 451.256 ps
BUFF-5135: 451.256 ps
BUFF-5138: 390.245 ps
BUFF-5141: 390.245 ps
BUFF-5144: 390.245 ps
BUFF-5147: 375.669 ps
BUFF-5150: 375.669 ps
BUFF-5153: 451.256 ps
BUFF-5156: 451.256 ps
BUFF-5159: 451.256 ps
BUFF-5162: 451.256 ps
NAND-5165: 693.884 ps
NAND-5166: 679.136 ps
NAND-5167: 337.236 ps
NAND-5168: 154.654 ps
NAND-5169: 102.039 ps
NAND-5170: 111.514 ps
NAND-5171: 140.124 ps
NAND-5172: 435.164 ps
NAND-5173: 417.48 ps
NAND-5174: 413.689 ps
NAND-5175: 417.48 ps
NAND-5176: 423.376 ps
NAND-5177: 675.418 ps
NAND-5178: 687.091 ps
NAND-5179: 393.543 ps
NAND-5180: 399.107 ps
NAND-5181: 399.107 ps
NAND-5182: 390.754 ps
NAND-5183: 384.531 ps
NAND-5184: 409.41 ps
NAND-5185: 405.705 ps
NAND-5186: 405.705 ps
NAND-5187: 397.352 ps
NAND-5188: 391.129 ps
NAND-5189: 398.621 ps
NAND-5190: 404.248 ps
NAND-5191: 404.248 ps
NAND-5192: 384.621 ps
NAND-5193: 389.672 ps
NAND-5196: 279.307 ps
NAND-5197: 213.32 ps
NAND-5198: 200.934 ps
NAND-5199: 242.151 ps
NAND-5200: 159.795 ps
NAND-5201: 107.18 ps
NAND-5202: 116.655 ps
NAND-5203: 222.26 ps
NAND-5204: 145.202 ps
NAND-5205: 257.223 ps
NAND-5206: 243.269 ps
NAND-5207: 243.269 ps
NAND-5208: 247.606 ps
NAND-5209: 237.763 ps
NAND-5210: 231.426 ps
NAND-5211: 227.662 ps
NAND-5212: 231.426 ps
NAND-5213: 238.62 ps
NAND-5283: 391.967 ps
NAND-5284: 387.167 ps
NAND-5285: 395.815 ps
NAND-5286: 391.015 ps
NAND-5287: 399.667 ps
NAND-5288: 394.867 ps
NAND-5289: 379.156 ps
NAND-5290: 374.356 ps
NAND-5291: 383.459 ps
NAND-5292: 383.459 ps
NAND-5293: 387.706 ps
NAND-5294: 387.706 ps
NAND-5295: 391.956 ps
NAND-5296: 391.956 ps
NAND-5297: 403.668 ps
NAND-5298: 398.868 ps
NAND-5299: 396.347 ps
NAND-5300: 396.347 ps
NAND-5314: 422.782 ps
NAND-5315: 424.323 ps
NAND-5316: 427.278 ps
NAND-5317: 422.389 ps
NAND-5318: 431.512 ps
NAND-5319: 426.622 ps
NAND-5320: 435.749 ps
NAND-5321: 430.859 ps
NAND-5322: 440.126 ps
NAND-5323: 438.941 ps
NOT-5324: 722.503 ps
NAND-5363: 410.595 ps
NAND-5364: 410.595 ps
NAND-5365: 410.595 ps
NAND-5366: 395.811 ps
NAND-5367: 396.018 ps
NAND-5425: 429.97 ps
NAND-5426: 426.679 ps
NAND-5427: 426.679 ps
NAND-5429: 410.595 ps
NAND-5430: 410.595 ps
NAND-5431: 410.595 ps
NAND-5432: 391.218 ps
NAND-5433: 396.018 ps
NAND-5451: 410.595 ps
NAND-5452: 410.595 ps
NAND-5453: 410.595 ps
NAND-5454: 396.018 ps
NAND-5455: 396.018 ps
NAND-5456: 415.347 ps
NAND-5457: 415.347 ps
NOT-5469: 452.191 ps
NAND-5474: 460.207 ps
NAND-5475: 449.537 ps
NAND-5476: 460.208 ps
NAND-5477: 460.208 ps
NAND-5571: 487.689 ps
NAND-5572: 487.689 ps
NAND-5573: 487.689 ps
NAND-5574: 487.689 ps
NAND-5584: 466.805 ps
NAND-5585: 466.805 ps
NAND-5586: 466.805 ps
NAND-5587: 466.805 ps
NAND-5602: 471.605 ps
NAND-5603: 471.605 ps
NAND-5604: 471.605 ps
NAND-5605: 471.605 ps
NAND-5631: 721.432 ps
NAND-5632: 337.236 ps
NAND-5640: 154.654 ps
NAND-5654: 102.039 ps
NAND-5670: 111.514 ps
NAND-5683: 140.124 ps
NAND-5690: 435.164 ps
NAND-5697: 417.48 ps
NAND-5707: 413.689 ps
NAND-5718: 417.48 ps
NAND-5728: 423.376 ps
NOT-5735: 675.418 ps
NAND-5736: 393.543 ps
NAND-5740: 399.107 ps
NAND-5744: 384.531 ps
NAND-5747: 409.41 ps
NAND-5751: 405.705 ps
NAND-5755: 391.129 ps
NAND-5758: 398.621 ps
NAND-5762: 404.248 ps
NAND-5766: 384.621 ps
NOT-5769: 542.649 ps
NOT-5770: 542.649 ps
NAND-5771: 279.307 ps
NAND-5778: 213.32 ps
NAND-5789: 200.934 ps
NAND-5799: 242.151 ps
NAND-5807: 159.795 ps
NAND-5821: 107.18 ps
NAND-5837: 116.655 ps
NAND-5850: 222.26 ps
NAND-5856: 145.202 ps
NAND-5863: 257.223 ps
NAND-5870: 243.269 ps
NAND-5881: 243.269 ps
NAND-5892: 247.606 ps
NAND-5898: 237.763 ps
NAND-5905: 231.426 ps
NAND-5915: 227.662 ps
NAND-5926: 231.426 ps
NAND-5936: 238.62 ps
NOT-5943: 619.315 ps
NAND-5944: 236.185 ps
NOT-5945: 225.015 ps
NAND-5946: 222.317 ps
NOT-5947: 211.142 ps
NAND-5948: 222.317 ps
NOT-5949: 211.142 ps
NAND-5950: 242.574 ps
NOT-5951: 231.402 ps
NAND-5952: 187.113 ps
NOT-5953: 175.943 ps
NAND-5954: 175.729 ps
NOT-5955: 164.555 ps
NAND-5956: 171.966 ps
NOT-5957: 160.791 ps
NAND-5958: 175.729 ps
NOT-5959: 164.555 ps
AND-5960: 181.766 ps
NOT-5966: 623.394 ps
NAND-5967: 258.381 ps
NOT-5968: 247.211 ps
NAND-5969: 209.204 ps
NOT-5970: 198.029 ps
NAND-5971: 196.818 ps
NOT-5972: 185.643 ps
NAND-5973: 191.471 ps
NOT-5974: 180.299 ps
NAND-5975: 150.622 ps
NOT-5976: 139.446 ps
NAND-5977: 98.0074 ps
NOT-5978: 86.8304 ps
NAND-5979: 107.482 ps
NOT-5980: 96.306 ps
AND-5981: 113.583 ps
NAND-5989: 218.161 ps
NOT-5990: 206.991 ps
NAND-5991: 387.167 ps
NAND-5996: 391.015 ps
NAND-6000: 394.867 ps
NAND-6003: 374.356 ps
NAND-6009: 383.459 ps
NAND-6014: 387.706 ps
NAND-6018: 391.956 ps
NAND-6021: 398.868 ps
NAND-6022: 396.347 ps
NOT-6023: 370.447 ps
NAND-6024: 381.613 ps
NOT-6025: 374.285 ps
NAND-6026: 385.453 ps
NOT-6027: 378.125 ps
NAND-6028: 389.296 ps
NOT-6029: 323.61 ps
NAND-6030: 334.778 ps
NOT-6031: 327.913 ps
NOT-6032: 334.264 ps
NOT-6033: 332.16 ps
NOT-6034: 338.511 ps
NOT-6035: 336.41 ps
NOT-6036: 342.761 ps
NOT-6037: 382.116 ps
NAND-6038: 393.314 ps
NOT-6039: 371.672 ps
NOT-6040: 378.023 ps
NAND-6041: 422.782 ps
NAND-6047: 422.389 ps
NAND-6052: 426.622 ps
NAND-6056: 430.859 ps
NAND-6059: 438.941 ps
NAND-6060: 253.095 ps
NOT-6061: 241.925 ps
NAND-6062: 239.146 ps
NOT-6063: 227.971 ps
NAND-6064: 239.146 ps
NOT-6065: 227.971 ps
NAND-6066: 243.502 ps
NOT-6067: 232.33 ps
NAND-6068: 203.759 ps
NOT-6069: 192.589 ps
NAND-6070: 192.375 ps
NOT-6071: 181.201 ps
NAND-6072: 188.612 ps
NOT-6073: 177.437 ps
NAND-6074: 192.375 ps
NOT-6075: 181.201 ps
NAND-6076: 229.442 ps
NOT-6077: 218.271 ps
NOT-6078: 623.397 ps
NAND-6079: 410.595 ps
NAND-6083: 410.595 ps
NAND-6087: 395.811 ps
NOT-6090: 378.271 ps
NAND-6091: 389.439 ps
NOT-6092: 383.899 ps
NOT-6093: 383.899 ps
NOT-6094: 369.322 ps
NOT-6095: 369.322 ps
NOT-6096: 393.536 ps
NAND-6097: 404.702 ps
NOT-6098: 383.899 ps
NOT-6099: 383.899 ps
NOT-6100: 369.322 ps
NOT-6101: 369.322 ps
NOT-6102: 541.44 ps
NAND-6103: 275.18 ps
NOT-6104: 264.009 ps
NAND-6105: 209.204 ps
NOT-6106: 198.029 ps
NAND-6107: 196.818 ps
NOT-6108: 185.643 ps
NAND-6109: 208.159 ps
NOT-6110: 196.986 ps
