Circuit delay: 4986.22 ps

Gate slacks:
NOR-2732: 587.924 ps
NOR-2733: 705.075 ps
NOR-2736: 705.01 ps
NOR-2739: 822.169 ps
NOR-2743: 939.329 ps
NOR-2744: 939.329 ps
NOR-2745: 759.854 ps
NOR-2749: 733.737 ps
NOR-2753: 707.62 ps
NOR-2757: 681.504 ps
NOR-2761: 655.387 ps
NOR-2765: 629.27 ps
NOR-2769: 603.154 ps
NOR-2773: 577.037 ps
NOR-2777: 550.92 ps
NOR-2781: 524.804 ps
NOR-2785: 498.687 ps
NOR-2789: 498.622 ps
NOR-2790: 498.622 ps
NOR-2791: 587.989 ps
NOR-2794: 587.924 ps
NOR-2797: 705.01 ps
NOR-2801: 822.169 ps
NOR-2802: 822.169 ps
NOR-2803: 939.329 ps
NOR-2806: 4297.71 ps
NOR-2807: 4297.71 ps
NOR-2808: 759.854 ps
NOR-2811: 733.737 ps
NOR-2812: 733.737 ps
NOR-2813: 733.737 ps
NOR-2816: 707.62 ps
NOR-2817: 707.62 ps
NOR-2818: 707.62 ps
NOR-2821: 681.504 ps
NOR-2822: 681.504 ps
NOR-2823: 681.504 ps
NOR-2826: 655.387 ps
NOR-2827: 655.387 ps
NOR-2828: 655.387 ps
NOR-2831: 629.27 ps
NOR-2832: 629.27 ps
NOR-2833: 629.27 ps
NOR-2836: 603.154 ps
NOR-2837: 603.154 ps
NOR-2838: 603.154 ps
NOR-2841: 577.037 ps
NOR-2842: 577.037 ps
NOR-2843: 577.037 ps
NOR-2846: 550.92 ps
NOR-2847: 550.92 ps
NOR-2848: 550.92 ps
NOR-2851: 524.804 ps
NOR-2852: 524.804 ps
NOR-2853: 524.804 ps
NOR-2856: 498.687 ps
NOR-2857: 498.687 ps
NOR-2858: 498.687 ps
NOR-2861: 498.622 ps
NOR-2864: 587.924 ps
NOR-2868: 705.01 ps
NOR-2869: 705.01 ps
NOR-2870: 822.169 ps
NOR-2873: 939.329 ps
NOR-2877: 4297.71 ps
NOR-2878: 733.737 ps
NOR-2881: 707.62 ps
NOR-2884: 681.504 ps
NOR-2887: 655.387 ps
NOR-2890: 629.27 ps
NOR-2893: 603.154 ps
NOR-2896: 577.037 ps
NOR-2899: 550.92 ps
NOR-2902: 524.804 ps
NOR-2905: 498.687 ps
NOR-2908: 498.622 ps
NOR-2912: 587.924 ps
NOR-2913: 587.924 ps
NOR-2914: 705.01 ps
NOR-2917: 822.169 ps
NOR-2921: 939.329 ps
NOR-2922: 939.329 ps
NOR-2923: 1056.49 ps
NOR-2926: 733.737 ps
NOR-2930: 707.62 ps
NOR-2934: 681.504 ps
NOR-2938: 655.387 ps
NOR-2942: 629.27 ps
NOR-2946: 603.154 ps
NOR-2950: 577.037 ps
NOR-2954: 550.92 ps
NOR-2958: 524.804 ps
NOR-2962: 498.687 ps
NOR-2966: 498.622 ps
NOR-2967: 498.622 ps
NOR-2968: 587.924 ps
NOR-2971: 705.01 ps
NOR-2975: 822.169 ps
NOR-2976: 822.169 ps
NOR-2977: 939.394 ps
NOR-2980: 939.329 ps
NOR-2983: 1056.49 ps
NOR-2987: 733.737 ps
NOR-2988: 733.737 ps
NOR-2989: 707.62 ps
NOR-2990: 707.62 ps
NOR-2991: 681.504 ps
NOR-2992: 681.504 ps
NOR-2993: 655.387 ps
NOR-2994: 655.387 ps
NOR-2995: 629.27 ps
NOR-2996: 629.27 ps
NOR-2997: 603.154 ps
NOR-2998: 603.154 ps
NOR-2999: 577.037 ps
NOR-3000: 577.037 ps
NOR-3001: 550.92 ps
NOR-3002: 550.92 ps
NOR-3003: 524.804 ps
NOR-3004: 524.804 ps
NOR-3005: 498.687 ps
NOR-3006: 498.687 ps
NOR-3007: 498.622 ps
NOR-3010: 587.924 ps
NOR-3014: 705.01 ps
NOR-3015: 705.01 ps
NOR-3016: 822.234 ps
NOR-3019: 822.169 ps
NOR-3022: 939.329 ps
NOR-3026: 1056.49 ps
NOR-3027: 1056.49 ps
NOR-3028: 733.737 ps
NOR-3031: 707.62 ps
NOR-3034: 681.504 ps
NOR-3037: 655.387 ps
NOR-3040: 629.27 ps
NOR-3043: 603.154 ps
NOR-3046: 577.037 ps
NOR-3049: 550.92 ps
NOR-3052: 524.804 ps
NOR-3055: 498.687 ps
NOR-3058: 498.622 ps
NOR-3062: 587.924 ps
NOR-3063: 587.924 ps
NOR-3064: 705.075 ps
NOR-3067: 705.01 ps
NOR-3070: 822.169 ps
NOR-3074: 939.329 ps
NOR-3075: 939.329 ps
NOR-3076: 1056.49 ps
NOR-3079: 733.737 ps
NOR-3083: 707.62 ps
NOR-3087: 681.504 ps
NOR-3091: 655.387 ps
NOR-3095: 629.27 ps
NOR-3099: 603.154 ps
NOR-3103: 577.037 ps
NOR-3107: 550.92 ps
NOR-3111: 524.804 ps
NOR-3115: 498.687 ps
NOR-3119: 498.622 ps
NOR-3120: 498.622 ps
NOR-3121: 587.989 ps
NOR-3124: 587.924 ps
NOR-3127: 705.01 ps
NOR-3131: 822.169 ps
NOR-3132: 822.169 ps
NOR-3133: 939.329 ps
NOR-3136: 1056.49 ps
NOR-3140: 4063.39 ps
NOR-3141: 4063.39 ps
NOR-3142: 733.737 ps
NOR-3145: 707.62 ps
NOR-3146: 707.62 ps
NOR-3147: 707.62 ps
NOR-3150: 681.504 ps
NOR-3151: 681.504 ps
NOR-3152: 681.504 ps
NOR-3155: 655.387 ps
NOR-3156: 655.387 ps
NOR-3157: 655.387 ps
NOR-3160: 629.27 ps
NOR-3161: 629.27 ps
NOR-3162: 629.27 ps
NOR-3165: 603.154 ps
NOR-3166: 603.154 ps
NOR-3167: 603.154 ps
NOR-3170: 577.037 ps
NOR-3171: 577.037 ps
NOR-3172: 577.037 ps
NOR-3175: 550.92 ps
NOR-3176: 550.92 ps
NOR-3177: 550.92 ps
NOR-3180: 524.804 ps
NOR-3181: 524.804 ps
NOR-3182: 524.804 ps
NOR-3185: 498.687 ps
NOR-3186: 498.687 ps
NOR-3187: 498.687 ps
NOR-3190: 498.622 ps
NOR-3193: 587.924 ps
NOR-3197: 705.01 ps
NOR-3198: 705.01 ps
NOR-3199: 822.169 ps
NOR-3202: 939.329 ps
NOR-3206: 1056.49 ps
NOR-3207: 1056.49 ps
NOR-3208: 1173.65 ps
NOR-3211: 4063.39 ps
NOR-3212: 707.62 ps
NOR-3215: 681.504 ps
NOR-3218: 655.387 ps
NOR-3221: 629.27 ps
NOR-3224: 603.154 ps
NOR-3227: 577.037 ps
NOR-3230: 550.92 ps
NOR-3233: 524.804 ps
NOR-3236: 498.687 ps
NOR-3239: 498.622 ps
NOR-3243: 587.924 ps
NOR-3244: 587.924 ps
NOR-3245: 705.01 ps
NOR-3248: 822.169 ps
NOR-3252: 939.329 ps
NOR-3253: 939.329 ps
NOR-3254: 1056.55 ps
NOR-3257: 1056.49 ps
NOR-3260: 1173.65 ps
NOR-3264: 707.62 ps
NOR-3268: 681.504 ps
NOR-3272: 655.387 ps
NOR-3276: 629.27 ps
NOR-3280: 603.154 ps
NOR-3284: 577.037 ps
NOR-3288: 550.92 ps
NOR-3292: 524.804 ps
NOR-3296: 498.687 ps
NOR-3300: 498.622 ps
NOR-3301: 498.622 ps
NOR-3302: 587.924 ps
NOR-3305: 705.01 ps
NOR-3309: 822.169 ps
NOR-3310: 822.169 ps
NOR-3311: 939.394 ps
NOR-3314: 939.329 ps
NOR-3317: 1056.49 ps
NOR-3321: 1173.65 ps
NOR-3322: 1173.65 ps
NOR-3323: 707.62 ps
NOR-3324: 707.62 ps
NOR-3325: 681.504 ps
NOR-3326: 681.504 ps
NOR-3327: 655.387 ps
NOR-3328: 655.387 ps
NOR-3329: 629.27 ps
NOR-3330: 629.27 ps
NOR-3331: 603.154 ps
NOR-3332: 603.154 ps
NOR-3333: 577.037 ps
NOR-3334: 577.037 ps
NOR-3335: 550.92 ps
NOR-3336: 550.92 ps
NOR-3337: 524.804 ps
NOR-3338: 524.804 ps
NOR-3339: 498.687 ps
NOR-3340: 498.687 ps
NOR-3341: 498.622 ps
NOR-3344: 587.924 ps
NOR-3348: 705.01 ps
NOR-3349: 705.01 ps
NOR-3350: 822.234 ps
NOR-3353: 822.169 ps
NOR-3356: 939.329 ps
NOR-3360: 1056.49 ps
NOR-3361: 1056.49 ps
NOR-3362: 1173.65 ps
NOR-3365: 707.62 ps
NOR-3368: 681.504 ps
NOR-3371: 655.387 ps
NOR-3374: 629.27 ps
NOR-3377: 603.154 ps
NOR-3380: 577.037 ps
NOR-3383: 550.92 ps
NOR-3386: 524.804 ps
NOR-3389: 498.687 ps
NOR-3392: 498.622 ps
NOR-3396: 587.924 ps
NOR-3397: 587.924 ps
NOR-3398: 705.075 ps
NOR-3401: 705.01 ps
NOR-3404: 822.169 ps
NOR-3408: 939.329 ps
NOR-3409: 939.329 ps
NOR-3410: 1056.49 ps
NOR-3413: 1173.65 ps
NOR-3417: 707.62 ps
NOR-3421: 681.504 ps
NOR-3425: 655.387 ps
NOR-3429: 629.27 ps
NOR-3433: 603.154 ps
NOR-3437: 577.037 ps
NOR-3441: 550.92 ps
NOR-3445: 524.804 ps
NOR-3449: 498.687 ps
NOR-3453: 498.622 ps
NOR-3454: 498.622 ps
NOR-3455: 587.989 ps
NOR-3458: 587.924 ps
NOR-3461: 705.01 ps
NOR-3465: 822.169 ps
NOR-3466: 822.169 ps
NOR-3467: 939.329 ps
NOR-3470: 1056.49 ps
NOR-3474: 1173.65 ps
NOR-3475: 1173.65 ps
NOR-3476: 1290.81 ps
NOR-3479: 3829.07 ps
NOR-3480: 3829.07 ps
NOR-3481: 707.62 ps
NOR-3484: 681.504 ps
NOR-3485: 681.504 ps
NOR-3486: 681.504 ps
NOR-3489: 655.387 ps
NOR-3490: 655.387 ps
NOR-3491: 655.387 ps
NOR-3494: 629.27 ps
NOR-3495: 629.27 ps
NOR-3496: 629.27 ps
NOR-3499: 603.154 ps
NOR-3500: 603.154 ps
NOR-3501: 603.154 ps
NOR-3504: 577.037 ps
NOR-3505: 577.037 ps
NOR-3506: 577.037 ps
NOR-3509: 550.92 ps
NOR-3510: 550.92 ps
NOR-3511: 550.92 ps
NOR-3514: 524.804 ps
NOR-3515: 524.804 ps
NOR-3516: 524.804 ps
NOR-3519: 498.687 ps
NOR-3520: 498.687 ps
NOR-3521: 498.687 ps
NOR-3524: 498.622 ps
NOR-3527: 587.924 ps
NOR-3531: 705.01 ps
NOR-3532: 705.01 ps
NOR-3533: 822.169 ps
NOR-3536: 939.329 ps
NOR-3540: 1056.49 ps
NOR-3541: 1056.49 ps
NOR-3542: 1173.71 ps
NOR-3545: 1173.65 ps
NOR-3548: 1290.81 ps
NOR-3552: 3829.07 ps
NOR-3553: 681.504 ps
NOR-3556: 655.387 ps
NOR-3559: 629.27 ps
NOR-3562: 603.154 ps
NOR-3565: 577.037 ps
NOR-3568: 550.92 ps
NOR-3571: 524.804 ps
NOR-3574: 498.687 ps
NOR-3577: 498.622 ps
NOR-3581: 587.924 ps
NOR-3582: 587.924 ps
NOR-3583: 705.01 ps
NOR-3586: 822.169 ps
NOR-3590: 939.329 ps
NOR-3591: 939.329 ps
NOR-3592: 1056.55 ps
NOR-3595: 1056.49 ps
NOR-3598: 1173.65 ps
NOR-3602: 1290.81 ps
NOR-3603: 1290.81 ps
NOR-3604: 681.504 ps
NOR-3608: 655.387 ps
NOR-3612: 629.27 ps
NOR-3616: 603.154 ps
NOR-3620: 577.037 ps
NOR-3624: 550.92 ps
NOR-3628: 524.804 ps
NOR-3632: 498.687 ps
NOR-3636: 498.622 ps
NOR-3637: 498.622 ps
NOR-3638: 587.924 ps
NOR-3641: 705.01 ps
NOR-3645: 822.169 ps
NOR-3646: 822.169 ps
NOR-3647: 939.394 ps
NOR-3650: 939.329 ps
NOR-3653: 1056.49 ps
NOR-3657: 1173.65 ps
NOR-3658: 1173.65 ps
NOR-3659: 1290.81 ps
NOR-3662: 681.504 ps
NOR-3663: 681.504 ps
NOR-3664: 655.387 ps
NOR-3665: 655.387 ps
NOR-3666: 629.27 ps
NOR-3667: 629.27 ps
NOR-3668: 603.154 ps
NOR-3669: 603.154 ps
NOR-3670: 577.037 ps
NOR-3671: 577.037 ps
NOR-3672: 550.92 ps
NOR-3673: 550.92 ps
NOR-3674: 524.804 ps
NOR-3675: 524.804 ps
NOR-3676: 498.687 ps
NOR-3677: 498.687 ps
NOR-3678: 498.622 ps
NOR-3681: 587.924 ps
NOR-3685: 705.01 ps
NOR-3686: 705.01 ps
NOR-3687: 822.234 ps
NOR-3690: 822.169 ps
NOR-3693: 939.329 ps
NOR-3697: 1056.49 ps
NOR-3698: 1056.49 ps
NOR-3699: 1173.65 ps
NOR-3702: 1290.81 ps
NOR-3706: 681.504 ps
NOR-3709: 655.387 ps
NOR-3712: 629.27 ps
NOR-3715: 603.154 ps
NOR-3718: 577.037 ps
NOR-3721: 550.92 ps
NOR-3724: 524.804 ps
NOR-3727: 498.687 ps
NOR-3730: 498.622 ps
NOR-3734: 587.924 ps
NOR-3735: 587.924 ps
NOR-3736: 705.075 ps
NOR-3739: 705.01 ps
NOR-3742: 822.169 ps
NOR-3746: 939.329 ps
NOR-3747: 939.329 ps
NOR-3748: 1056.49 ps
NOR-3751: 1173.65 ps
NOR-3755: 1290.81 ps
NOR-3756: 1290.81 ps
NOR-3757: 1407.97 ps
NOR-3760: 681.504 ps
NOR-3764: 655.387 ps
NOR-3768: 629.27 ps
NOR-3772: 603.154 ps
NOR-3776: 577.037 ps
NOR-3780: 550.92 ps
NOR-3784: 524.804 ps
NOR-3788: 498.687 ps
NOR-3792: 498.622 ps
NOR-3793: 498.622 ps
NOR-3794: 587.989 ps
NOR-3797: 587.924 ps
NOR-3800: 705.01 ps
NOR-3804: 822.169 ps
NOR-3805: 822.169 ps
NOR-3806: 939.329 ps
NOR-3809: 1056.49 ps
NOR-3813: 1173.65 ps
NOR-3814: 1173.65 ps
NOR-3815: 1290.87 ps
NOR-3818: 1290.81 ps
NOR-3821: 1407.97 ps
NOR-3825: 3594.75 ps
NOR-3826: 3594.75 ps
NOR-3827: 681.504 ps
NOR-3830: 655.387 ps
NOR-3831: 655.387 ps
NOR-3832: 655.387 ps
NOR-3835: 629.27 ps
NOR-3836: 629.27 ps
NOR-3837: 629.27 ps
NOR-3840: 603.154 ps
NOR-3841: 603.154 ps
NOR-3842: 603.154 ps
NOR-3845: 577.037 ps
NOR-3846: 577.037 ps
NOR-3847: 577.037 ps
NOR-3850: 550.92 ps
NOR-3851: 550.92 ps
NOR-3852: 550.92 ps
NOR-3855: 524.804 ps
NOR-3856: 524.804 ps
NOR-3857: 524.804 ps
NOR-3860: 498.687 ps
NOR-3861: 498.687 ps
NOR-3862: 498.687 ps
NOR-3865: 498.622 ps
NOR-3868: 587.924 ps
NOR-3872: 705.01 ps
NOR-3873: 705.01 ps
NOR-3874: 822.169 ps
NOR-3877: 939.329 ps
NOR-3881: 1056.49 ps
NOR-3882: 1056.49 ps
NOR-3883: 1173.71 ps
NOR-3886: 1173.65 ps
NOR-3889: 1290.81 ps
NOR-3893: 1407.97 ps
NOR-3894: 1407.97 ps
NOR-3895: 3594.75 ps
NOR-3896: 655.387 ps
NOR-3899: 629.27 ps
NOR-3902: 603.154 ps
NOR-3905: 577.037 ps
NOR-3908: 550.92 ps
NOR-3911: 524.804 ps
NOR-3914: 498.687 ps
NOR-3917: 498.622 ps
NOR-3921: 587.924 ps
NOR-3922: 587.924 ps
NOR-3923: 705.01 ps
NOR-3926: 822.169 ps
NOR-3930: 939.329 ps
NOR-3931: 939.329 ps
NOR-3932: 1056.55 ps
NOR-3935: 1056.49 ps
NOR-3938: 1173.65 ps
NOR-3942: 1290.81 ps
NOR-3943: 1290.81 ps
NOR-3944: 1407.97 ps
NOR-3947: 655.387 ps
NOR-3951: 629.27 ps
NOR-3955: 603.154 ps
NOR-3959: 577.037 ps
NOR-3963: 550.92 ps
NOR-3967: 524.804 ps
NOR-3971: 498.687 ps
NOR-3975: 498.622 ps
NOR-3976: 498.622 ps
NOR-3977: 587.924 ps
NOR-3980: 705.01 ps
NOR-3984: 822.169 ps
NOR-3985: 822.169 ps
NOR-3986: 939.394 ps
NOR-3989: 939.329 ps
NOR-3992: 1056.49 ps
NOR-3996: 1173.65 ps
NOR-3997: 1173.65 ps
NOR-3998: 1290.81 ps
NOR-4001: 1407.97 ps
NOR-4005: 655.387 ps
NOR-4006: 655.387 ps
NOR-4007: 629.27 ps
NOR-4008: 629.27 ps
NOR-4009: 603.154 ps
NOR-4010: 603.154 ps
NOR-4011: 577.037 ps
NOR-4012: 577.037 ps
NOR-4013: 550.92 ps
NOR-4014: 550.92 ps
NOR-4015: 524.804 ps
NOR-4016: 524.804 ps
NOR-4017: 498.687 ps
NOR-4018: 498.687 ps
NOR-4019: 498.622 ps
NOR-4022: 587.924 ps
NOR-4026: 705.01 ps
NOR-4027: 705.01 ps
NOR-4028: 822.234 ps
NOR-4031: 822.169 ps
NOR-4034: 939.329 ps
NOR-4038: 1056.49 ps
NOR-4039: 1056.49 ps
NOR-4040: 1173.65 ps
NOR-4043: 1290.81 ps
NOR-4047: 1407.97 ps
NOR-4048: 1407.97 ps
NOR-4049: 1525.13 ps
NOR-4052: 655.387 ps
NOR-4055: 629.27 ps
NOR-4058: 603.154 ps
NOR-4061: 577.037 ps
NOR-4064: 550.92 ps
NOR-4067: 524.804 ps
NOR-4070: 498.687 ps
NOR-4073: 498.622 ps
NOR-4077: 587.924 ps
NOR-4078: 587.924 ps
NOR-4079: 705.075 ps
NOR-4082: 705.01 ps
NOR-4085: 822.169 ps
NOR-4089: 939.329 ps
NOR-4090: 939.329 ps
NOR-4091: 1056.49 ps
NOR-4094: 1173.65 ps
NOR-4098: 1290.81 ps
NOR-4099: 1290.81 ps
NOR-4100: 1408.03 ps
NOR-4103: 1407.97 ps
NOR-4106: 1525.13 ps
NOR-4110: 655.387 ps
NOR-4114: 629.27 ps
NOR-4118: 603.154 ps
NOR-4122: 577.037 ps
NOR-4126: 550.92 ps
NOR-4130: 524.804 ps
NOR-4134: 498.687 ps
NOR-4138: 498.622 ps
NOR-4139: 498.622 ps
NOR-4140: 587.989 ps
NOR-4143: 587.924 ps
NOR-4146: 705.01 ps
NOR-4150: 822.169 ps
NOR-4151: 822.169 ps
NOR-4152: 939.329 ps
NOR-4155: 1056.49 ps
NOR-4159: 1173.65 ps
NOR-4160: 1173.65 ps
NOR-4161: 1290.87 ps
NOR-4164: 1290.81 ps
NOR-4167: 1407.97 ps
NOR-4171: 1525.13 ps
NOR-4172: 1525.13 ps
NOR-4173: 3360.44 ps
NOR-4174: 3360.44 ps
NOR-4175: 655.387 ps
NOR-4178: 629.27 ps
NOR-4179: 629.27 ps
NOR-4180: 629.27 ps
NOR-4183: 603.154 ps
NOR-4184: 603.154 ps
NOR-4185: 603.154 ps
NOR-4188: 577.037 ps
NOR-4189: 577.037 ps
NOR-4190: 577.037 ps
NOR-4193: 550.92 ps
NOR-4194: 550.92 ps
NOR-4195: 550.92 ps
NOR-4198: 524.804 ps
NOR-4199: 524.804 ps
NOR-4200: 524.804 ps
NOR-4203: 498.687 ps
NOR-4204: 498.687 ps
NOR-4205: 498.687 ps
NOR-4208: 498.622 ps
NOR-4211: 587.924 ps
NOR-4215: 705.01 ps
NOR-4216: 705.01 ps
NOR-4217: 822.169 ps
NOR-4220: 939.329 ps
NOR-4224: 1056.49 ps
NOR-4225: 1056.49 ps
NOR-4226: 1173.71 ps
NOR-4229: 1173.65 ps
NOR-4232: 1290.81 ps
NOR-4236: 1407.97 ps
NOR-4237: 1407.97 ps
NOR-4238: 1525.13 ps
NOR-4241: 3360.44 ps
NOR-4242: 629.27 ps
NOR-4245: 603.154 ps
NOR-4248: 577.037 ps
NOR-4251: 550.92 ps
NOR-4254: 524.804 ps
NOR-4257: 498.687 ps
NOR-4260: 498.622 ps
NOR-4264: 587.924 ps
NOR-4265: 587.924 ps
NOR-4266: 705.01 ps
NOR-4269: 822.169 ps
NOR-4273: 939.329 ps
NOR-4274: 939.329 ps
NOR-4275: 1056.55 ps
NOR-4278: 1056.49 ps
NOR-4281: 1173.65 ps
NOR-4285: 1290.81 ps
NOR-4286: 1290.81 ps
NOR-4287: 1407.97 ps
NOR-4290: 1525.13 ps
NOR-4294: 629.27 ps
NOR-4298: 603.154 ps
NOR-4302: 577.037 ps
NOR-4306: 550.92 ps
NOR-4310: 524.804 ps
NOR-4314: 498.687 ps
NOR-4318: 498.622 ps
NOR-4319: 498.622 ps
NOR-4320: 587.924 ps
NOR-4323: 705.01 ps
NOR-4327: 822.169 ps
NOR-4328: 822.169 ps
NOR-4329: 939.394 ps
NOR-4332: 939.329 ps
NOR-4335: 1056.49 ps
NOR-4339: 1173.65 ps
NOR-4340: 1173.65 ps
NOR-4341: 1290.81 ps
NOR-4344: 1407.97 ps
NOR-4348: 1525.13 ps
NOR-4349: 1525.13 ps
NOR-4350: 1642.29 ps
NOR-4353: 629.27 ps
NOR-4354: 629.27 ps
NOR-4355: 603.154 ps
NOR-4356: 603.154 ps
NOR-4357: 577.037 ps
NOR-4358: 577.037 ps
NOR-4359: 550.92 ps
NOR-4360: 550.92 ps
NOR-4361: 524.804 ps
NOR-4362: 524.804 ps
NOR-4363: 498.687 ps
NOR-4364: 498.687 ps
NOR-4365: 498.622 ps
NOR-4368: 587.924 ps
NOR-4372: 705.01 ps
NOR-4373: 705.01 ps
NOR-4374: 822.234 ps
NOR-4377: 822.169 ps
NOR-4380: 939.329 ps
NOR-4384: 1056.49 ps
NOR-4385: 1056.49 ps
NOR-4386: 1173.65 ps
NOR-4389: 1290.81 ps
NOR-4393: 1407.97 ps
NOR-4394: 1407.97 ps
NOR-4395: 1525.19 ps
NOR-4398: 1525.13 ps
NOR-4401: 1642.29 ps
NOR-4405: 629.27 ps
NOR-4408: 603.154 ps
NOR-4411: 577.037 ps
NOR-4414: 550.92 ps
NOR-4417: 524.804 ps
NOR-4420: 498.687 ps
NOR-4423: 498.622 ps
NOR-4427: 587.924 ps
NOR-4428: 587.924 ps
NOR-4429: 705.075 ps
NOR-4432: 705.01 ps
NOR-4435: 822.169 ps
NOR-4439: 939.329 ps
NOR-4440: 939.329 ps
NOR-4441: 1056.49 ps
NOR-4444: 1173.65 ps
NOR-4448: 1290.81 ps
NOR-4449: 1290.81 ps
NOR-4450: 1408.03 ps
NOR-4453: 1407.97 ps
NOR-4456: 1525.13 ps
NOR-4460: 1642.29 ps
NOR-4461: 1642.29 ps
NOR-4462: 629.27 ps
NOR-4466: 603.154 ps
NOR-4470: 577.037 ps
NOR-4474: 550.92 ps
NOR-4478: 524.804 ps
NOR-4482: 498.687 ps
NOR-4486: 498.622 ps
NOR-4487: 498.622 ps
NOR-4488: 587.989 ps
NOR-4491: 587.924 ps
NOR-4494: 705.01 ps
NOR-4498: 822.169 ps
NOR-4499: 822.169 ps
NOR-4500: 939.329 ps
NOR-4503: 1056.49 ps
NOR-4507: 1173.65 ps
NOR-4508: 1173.65 ps
NOR-4509: 1290.87 ps
NOR-4512: 1290.81 ps
NOR-4515: 1407.97 ps
NOR-4519: 1525.13 ps
NOR-4520: 1525.13 ps
NOR-4521: 1642.29 ps
NOR-4524: 3126.12 ps
NOR-4525: 3126.12 ps
NOR-4526: 629.27 ps
NOR-4529: 603.154 ps
NOR-4530: 603.154 ps
NOR-4531: 603.154 ps
NOR-4534: 577.037 ps
NOR-4535: 577.037 ps
NOR-4536: 577.037 ps
NOR-4539: 550.92 ps
NOR-4540: 550.92 ps
NOR-4541: 550.92 ps
NOR-4544: 524.804 ps
NOR-4545: 524.804 ps
NOR-4546: 524.804 ps
NOR-4549: 498.687 ps
NOR-4550: 498.687 ps
NOR-4551: 498.687 ps
NOR-4554: 498.622 ps
NOR-4557: 587.924 ps
NOR-4561: 705.01 ps
NOR-4562: 705.01 ps
NOR-4563: 822.169 ps
NOR-4566: 939.329 ps
NOR-4570: 1056.49 ps
NOR-4571: 1056.49 ps
NOR-4572: 1173.71 ps
NOR-4575: 1173.65 ps
NOR-4578: 1290.81 ps
NOR-4582: 1407.97 ps
NOR-4583: 1407.97 ps
NOR-4584: 1525.13 ps
NOR-4587: 1642.29 ps
NOR-4591: 3126.12 ps
NOR-4592: 603.154 ps
NOR-4595: 577.037 ps
NOR-4598: 550.92 ps
NOR-4601: 524.804 ps
NOR-4604: 498.687 ps
NOR-4607: 498.622 ps
NOR-4611: 587.924 ps
NOR-4612: 587.924 ps
NOR-4613: 705.01 ps
NOR-4616: 822.169 ps
NOR-4620: 939.329 ps
NOR-4621: 939.329 ps
NOR-4622: 1056.55 ps
NOR-4625: 1056.49 ps
NOR-4628: 1173.65 ps
NOR-4632: 1290.81 ps
NOR-4633: 1290.81 ps
NOR-4634: 1407.97 ps
NOR-4637: 1525.13 ps
NOR-4641: 1642.29 ps
NOR-4642: 1642.29 ps
NOR-4643: 1759.45 ps
NOR-4646: 603.154 ps
NOR-4650: 577.037 ps
NOR-4654: 550.92 ps
NOR-4658: 524.804 ps
NOR-4662: 498.687 ps
NOR-4666: 498.622 ps
NOR-4667: 498.622 ps
NOR-4668: 587.924 ps
NOR-4671: 705.01 ps
NOR-4675: 822.169 ps
NOR-4676: 822.169 ps
NOR-4677: 939.394 ps
NOR-4680: 939.329 ps
NOR-4683: 1056.49 ps
NOR-4687: 1173.65 ps
NOR-4688: 1173.65 ps
NOR-4689: 1290.81 ps
NOR-4692: 1407.97 ps
NOR-4696: 1525.13 ps
NOR-4697: 1525.13 ps
NOR-4698: 1642.35 ps
NOR-4701: 1642.29 ps
NOR-4704: 1759.45 ps
NOR-4708: 603.154 ps
NOR-4709: 603.154 ps
NOR-4710: 577.037 ps
NOR-4711: 577.037 ps
NOR-4712: 550.92 ps
NOR-4713: 550.92 ps
NOR-4714: 524.804 ps
NOR-4715: 524.804 ps
NOR-4716: 498.687 ps
NOR-4717: 498.687 ps
NOR-4718: 498.622 ps
NOR-4721: 587.924 ps
NOR-4725: 705.01 ps
NOR-4726: 705.01 ps
NOR-4727: 822.234 ps
NOR-4730: 822.169 ps
NOR-4733: 939.329 ps
NOR-4737: 1056.49 ps
NOR-4738: 1056.49 ps
NOR-4739: 1173.65 ps
NOR-4742: 1290.81 ps
NOR-4746: 1407.97 ps
NOR-4747: 1407.97 ps
NOR-4748: 1525.19 ps
NOR-4751: 1525.13 ps
NOR-4754: 1642.29 ps
NOR-4758: 1759.45 ps
NOR-4759: 1759.45 ps
NOR-4760: 603.154 ps
NOR-4763: 577.037 ps
NOR-4766: 550.92 ps
NOR-4769: 524.804 ps
NOR-4772: 498.687 ps
NOR-4775: 498.622 ps
NOR-4779: 587.924 ps
NOR-4780: 587.924 ps
NOR-4781: 705.075 ps
NOR-4784: 705.01 ps
NOR-4787: 822.169 ps
NOR-4791: 939.329 ps
NOR-4792: 939.329 ps
NOR-4793: 1056.49 ps
NOR-4796: 1173.65 ps
NOR-4800: 1290.81 ps
NOR-4801: 1290.81 ps
NOR-4802: 1408.03 ps
NOR-4805: 1407.97 ps
NOR-4808: 1525.13 ps
NOR-4812: 1642.29 ps
NOR-4813: 1642.29 ps
NOR-4814: 1759.45 ps
NOR-4817: 603.154 ps
NOR-4821: 577.037 ps
NOR-4825: 550.92 ps
NOR-4829: 524.804 ps
NOR-4833: 498.687 ps
NOR-4837: 498.622 ps
NOR-4838: 498.622 ps
NOR-4839: 587.989 ps
NOR-4842: 587.924 ps
NOR-4845: 705.01 ps
NOR-4849: 822.169 ps
NOR-4850: 822.169 ps
NOR-4851: 939.329 ps
NOR-4854: 1056.49 ps
NOR-4858: 1173.65 ps
NOR-4859: 1173.65 ps
NOR-4860: 1290.87 ps
NOR-4863: 1290.81 ps
NOR-4866: 1407.97 ps
