Circuit delay: 2230 ps

Gate slacks:
AND-U8304: 1347.44 ps
AND-U8305: 1380.48 ps
NAND-U8306: 1033.96 ps
NAND-U8307: 601.156 ps
NAND-U8308: 755.501 ps
NAND-U8309: 1211.13 ps
NAND-U8310: 1212.04 ps
NAND-U8311: 820.548 ps
NAND-U8312: 812.985 ps
NAND-U8313: 1053.13 ps
OR-U8314: 1047.91 ps
OR-U8315: 936.637 ps
OR-U8316: 1183.39 ps
NAND-U8317: 2152.92 ps
OR-U8318: 888.905 ps
OR-U8319: 877.261 ps
NAND-U8320: 2295.57 ps
NAND-U8321: 803.67 ps
OR-U8322: 1037.8 ps
NAND-U8323: 1088.64 ps
OR-U8324: 1046.94 ps
OR-U8325: 1144.23 ps
NAND-U8326: 1307.44 ps
NAND-U8327: 870.75 ps
NAND-U8328: 870.75 ps
NAND-U8329: 870.75 ps
NAND-U8330: 870.75 ps
OR-U8331: 1356.39 ps
NOR-U8332: 1262.1 ps
NOR-U8333: 358.498 ps
AND-U8334: 372.921 ps
NOR-U8335: 1669 ps
AND-U8336: 1695.42 ps
OR-U8337: 2160.05 ps
OR-U8338: 1445.17 ps
AND-U8339: 1612.14 ps
AND-U8340: 748.496 ps
AND-U8341: 748.496 ps
NOR-U8342: 590.402 ps
OR-U8343: 1277.25 ps
OR-U8344: 1335.27 ps
OR-U8345: 1311.8 ps
OR-U8346: 801.677 ps
OR-U8347: 796.89 ps
NAND-U8348: 356.79 ps
NOR-U8349: 362.822 ps
OR-U8350: 901.086 ps
AND-U8351: 901.086 ps
OR-U8352: 1159.92 ps
OR-U8353: 1149.48 ps
OR-U8354: 1138.6 ps
OR-U8355: 989.942 ps
NOR-U8356: 787.604 ps
OR-U8357: 1323.83 ps
NOR-U8358: 876.163 ps
NOT-U8359: 881.285 ps
AND-U8360: 899.375 ps
OR-U8361: 1315.12 ps
NAND-U8362: 492.172 ps
OR-U8363: 1115.11 ps
OR-U8364: 325.665 ps
NAND-U8365: 325.665 ps
OR-U8366: 1153.61 ps
OR-U8367: 1091.82 ps
OR-U8368: 1116.16 ps
NOR-U8369: 1240.6 ps
OR-U8370: 770.562 ps
OR-U8371: 717.698 ps
NOR-U8372: 1353.77 ps
OR-U8373: 2127.83 ps
OR-U8374: 2127.83 ps
OR-U8375: 2127.83 ps
OR-U8376: 914.179 ps
AND-U8377: 996.938 ps
OR-U8378: 1344.98 ps
OR-U8379: 1355.96 ps
OR-U8380: 1363.75 ps
OR-U8381: 2229.48 ps
OR-U8382: 1081.1 ps
AND-U8383: 351.753 ps
OR-U8384: 428.834 ps
OR-U8385: 1320.43 ps
OR-U8386: 1276.93 ps
OR-U8387: 1341.53 ps
OR-U8388: 1392.97 ps
OR-U8389: 314.923 ps
OR-U8390: 1400.86 ps
NOR-U8391: 1081.1 ps
NOT-U8392: 1081.1 ps
OR-U8393: 568.674 ps
NOR-U8394: 1081.1 ps
NOT-U8395: 1609.15 ps
AND-U8396: 1081.1 ps
OR-U8397: 899.595 ps
AND-U8398: 227.984 ps
OR-U8399: 794.887 ps
NAND-U8400: 830.752 ps
OR-U8401: 623.387 ps
OR-U8402: 831.748 ps
AND-U8403: 831.748 ps
AND-U8404: 954.133 ps
OR-U8405: 927.555 ps
OR-U8406: 848.181 ps
OR-U8407: 831.748 ps
AND-U8408: 831.748 ps
AND-U8409: 954.133 ps
NOR-U8410: 848.181 ps
NOT-U8411: 858.159 ps
OR-U8412: 752.602 ps
OR-U8413: 794.887 ps
NAND-U8414: 830.752 ps
AND-U8415: 602.313 ps
OR-U8416: 953.238 ps
OR-U8417: 831.748 ps
AND-U8418: 954.133 ps
AND-U8419: 831.748 ps
OR-U8420: 923.862 ps
AND-U8421: 606.105 ps
AND-U8422: 615.603 ps
OR-U8423: 794.887 ps
NAND-U8424: 830.752 ps
AND-U8425: 544.923 ps
OR-U8426: 728.648 ps
OR-U8427: 728.648 ps
AND-U8428: 386.896 ps
OR-U8429: 794.887 ps
NAND-U8430: 830.752 ps
OR-U8431: 728.648 ps
OR-U8432: 728.648 ps
OR-U8433: 728.648 ps
OR-U8434: 728.648 ps
AND-U8435: 550.18 ps
OR-U8436: 831.748 ps
AND-U8437: 954.133 ps
AND-U8438: 831.748 ps
OR-U8439: 282.769 ps
OR-U8440: 674.011 ps
OR-U8441: 716.22 ps
NOR-U8442: 754.619 ps
OR-U8443: 1240.77 ps
OR-U8444: 698.514 ps
OR-U8445: 426.52 ps
OR-U8446: 420.464 ps
OR-U8447: 452.9 ps
OR-U8448: 458.941 ps
OR-U8449: 452.9 ps
OR-U8450: 458.941 ps
OR-U8451: 452.9 ps
OR-U8452: 458.941 ps
OR-U8453: 452.9 ps
NOR-U8454: 2050.6 ps
NOT-U8455: 2050.6 ps
OR-U8456: 692.655 ps
NOR-U8457: 2127.83 ps
NOR-U8458: 2127.83 ps
NOR-U8459: 2127.83 ps
OR-U8460: 2248.06 ps
OR-U8461: 1202.19 ps
NOT-U8462: 830.781 ps
OR-U8463: 277.65 ps
OR-U8464: 245.16 ps
OR-U8465: 312.219 ps
OR-U8466: 392.099 ps
OR-U8467: 357.784 ps
NOR-U8468: 357.784 ps
NOR-U8469: 1081.1 ps
NOT-U8470: 1580.39 ps
OR-U8471: 577.099 ps
OR-U8472: 1665.41 ps
OR-U8473: 618.371 ps
NOR-U8474: 1081.1 ps
OR-U8475: 1637.71 ps
OR-U8476: 728.73 ps
OR-U8477: 1627.43 ps
OR-U8478: 317.519 ps
OR-U8479: 772.506 ps
OR-U8480: 797.783 ps
OR-U8481: 282.056 ps
OR-U8482: 304.694 ps
OR-U8483: 270.804 ps
OR-U8484: 317.012 ps
OR-U8485: 355.568 ps
OR-U8486: 362.773 ps
OR-U8487: 386.896 ps
OR-U8488: 862.245 ps
AND-U8489: 984.63 ps
AND-U8490: 862.245 ps
OR-U8491: 523.385 ps
OR-U8492: 862.245 ps
AND-U8493: 984.63 ps
AND-U8494: 862.245 ps
OR-U8495: 698.514 ps
OR-U8496: 760.009 ps
OR-U8497: 1311.19 ps
OR-U8498: 968.026 ps
OR-U8499: 2286.75 ps
OR-U8500: 2204.13 ps
OR-U8501: 2127.83 ps
OR-U8502: 2284.07 ps
AND-U8503: 939.353 ps
AND-U8504: 844.587 ps
AND-U8505: 870.875 ps
AND-U8506: 1347.44 ps
AND-U8507: 1385.06 ps
AND-U8508: 1385.06 ps
AND-U8509: 1402.07 ps
AND-U8510: 1419.03 ps
AND-U8511: 1380.17 ps
AND-U8512: 1380.17 ps
AND-U8513: 1380.17 ps
AND-U8514: 1380.17 ps
AND-U8515: 1380.17 ps
AND-U8516: 1380.17 ps
AND-U8517: 1380.17 ps
AND-U8518: 1380.17 ps
AND-U8519: 1196.63 ps
AND-U8520: 1169.77 ps
AND-U8521: 2066.33 ps
AND-U8522: 734.247 ps
NAND-U8523: 876.163 ps
AND-U8524: 1366.35 ps
AND-U8525: 1366.35 ps
AND-U8526: 1366.35 ps
AND-U8527: 1366.35 ps
AND-U8528: 1366.35 ps
AND-U8529: 1366.35 ps
AND-U8530: 1366.35 ps
AND-U8531: 1366.35 ps
AND-U8532: 679.218 ps
AND-U8533: 728.73 ps
AND-U8534: 1018.02 ps
AND-U8535: 1492.68 ps
AND-U8536: 1478.9 ps
AND-U8537: 872.916 ps
AND-U8538: 1380.17 ps
AND-U8539: 1380.17 ps
AND-U8540: 1366.35 ps
AND-U8541: 1366.35 ps
AND-U8542: 900.411 ps
AND-U8543: 764.848 ps
AND-U8544: 869.32 ps
AND-U8545: 1089.68 ps
AND-U8546: 1182.77 ps
AND-U8547: 577.099 ps
AND-U8548: 618.371 ps
AND-U8549: 1232.2 ps
AND-U8550: 755.501 ps
AND-U8551: 1399.11 ps
AND-U8552: 698.514 ps
AND-U8553: 760.009 ps
AND-U8554: 2053.48 ps
AND-U8555: 2089.52 ps
AND-U8556: 2053.48 ps
AND-U8557: 740.239 ps
AND-U8558: 2089.52 ps
AND-U8559: 1375.32 ps
AND-U8560: 1487.63 ps
AND-U8561: 734.247 ps
AND-U8562: 1018.02 ps
AND-U8563: 1018.02 ps
AND-U8564: 1018.02 ps
AND-U8565: 1018.02 ps
AND-U8566: 1018.02 ps
AND-U8567: 1018.02 ps
AND-U8568: 1018.02 ps
AND-U8569: 1018.02 ps
AND-U8570: 1018.02 ps
AND-U8571: 1018.02 ps
AND-U8572: 1018.02 ps
AND-U8573: 1018.02 ps
AND-U8574: 1018.02 ps
AND-U8575: 1018.02 ps
AND-U8576: 1018.02 ps
AND-U8577: 1018.02 ps
AND-U8578: 592.116 ps
AND-U8579: 1047.17 ps
AND-U8580: 676.53 ps
AND-U8581: 787.844 ps
AND-U8582: 933.184 ps
AND-U8583: 1084.46 ps
AND-U8584: 395.722 ps
AND-U8585: 903.874 ps
AND-U8586: 889.349 ps
AND-U8587: 858.183 ps
AND-U8588: 889.348 ps
AND-U8589: 1205.22 ps
AND-U8590: 593.556 ps
AND-U8591: 719.396 ps
AND-U8592: 630.404 ps
AND-U8593: 630.404 ps
AND-U8594: 449.688 ps
AND-U8595: 647.366 ps
AND-U8596: 927.427 ps
AND-U8597: 420.464 ps
AND-U8598: 545.88 ps
AND-U8599: 554.601 ps
AND-U8600: 545.88 ps
AND-U8601: 1180.09 ps
AND-U8602: 1145.74 ps
AND-U8603: 1580.39 ps
AND-U8604: 1630.89 ps
AND-U8605: 722.526 ps
AND-U8606: 947.399 ps
AND-U8607: 933.178 ps
AND-U8608: 1420.61 ps
AND-U8609: 1528.63 ps
AND-U8610: 1412.96 ps
AND-U8611: 764.848 ps
AND-U8612: 1199.99 ps
AND-U8613: 449.688 ps
AND-U8614: 357.691 ps
AND-U8615: 1284.27 ps
AND-U8616: 243.058 ps
AND-U8617: 1275.97 ps
AND-U8618: 453.227 ps
AND-U8619: 285.307 ps
AND-U8620: 849.475 ps
AND-U8621: 868.542 ps
AND-U8622: 899.531 ps
AND-U8623: 884.412 ps
AND-U8624: 924.08 ps
AND-U8625: 927.555 ps
AND-U8626: 317.86 ps
AND-U8627: 887.19 ps
AND-U8628: 359.281 ps
AND-U8629: 977.955 ps
AND-U8630: 978.741 ps
AND-U8631: 1034.02 ps
AND-U8632: 1041.14 ps
AND-U8633: 1075.92 ps
AND-U8634: 452.412 ps
AND-U8635: 1131.97 ps
AND-U8636: 728.648 ps
AND-U8637: 975.135 ps
AND-U8638: 973.525 ps
AND-U8639: 403.095 ps
AND-U8640: 860.643 ps
AND-U8641: 1088.37 ps
AND-U8642: 590.937 ps
AND-U8643: 686.968 ps
AND-U8644: 420.464 ps
AND-U8645: 562.212 ps
AND-U8646: 1047.17 ps
AND-U8647: 1088.37 ps
AND-U8648: 1047.17 ps
AND-U8649: 1088.37 ps
AND-U8650: 1047.17 ps
AND-U8651: 1088.37 ps
AND-U8652: 1047.17 ps
AND-U8653: 1088.37 ps
AND-U8654: 1047.17 ps
AND-U8655: 1088.37 ps
AND-U8656: 1047.17 ps
AND-U8657: 1088.37 ps
AND-U8658: 1047.17 ps
AND-U8659: 1088.37 ps
AND-U8660: 1047.17 ps
AND-U8661: 426.52 ps
AND-U8662: 2022.29 ps
AND-U8663: 903.86 ps
AND-U8664: 858.177 ps
AND-U8665: 2102.64 ps
AND-U8666: 452.9 ps
AND-U8667: 878.698 ps
AND-U8668: 2014.22 ps
AND-U8669: 458.941 ps
AND-U8670: 2014.22 ps
AND-U8671: 592.67 ps
AND-U8672: 872.662 ps
AND-U8673: 648.394 ps
AND-U8674: 638.846 ps
AND-U8675: 746.712 ps
AND-U8676: 379.101 ps
AND-U8677: 756.235 ps
AND-U8678: 1059.69 ps
AND-U8679: 436.966 ps
AND-U8680: 1637.71 ps
AND-U8681: 1665.41 ps
AND-U8682: 1609.15 ps
AND-U8683: 1582.2 ps
AND-U8684: 1417.02 ps
AND-U8685: 1344.98 ps
AND-U8686: 1320.43 ps
AND-U8687: 1392.97 ps
AND-U8688: 1400.86 ps
AND-U8689: 1488.83 ps
AND-U8690: 768.039 ps
AND-U8691: 848.181 ps
AND-U8692: 858.159 ps
AND-U8693: 882.207 ps
AND-U8694: 953.238 ps
AND-U8695: 923.862 ps
AND-U8696: 357.784 ps
AND-U8697: 568.674 ps
AND-U8698: 578.353 ps
AND-U8699: 304.694 ps
AND-U8700: 317.012 ps
AND-U8701: 355.568 ps
AND-U8702: 362.773 ps
AND-U8703: 386.896 ps
AND-U8704: 437.897 ps
AND-U8705: 523.385 ps
NAND-U8706: 1263.15 ps
NAND-U8707: 1675.9 ps
NAND-U8708: 1317.71 ps
NAND-U8709: 935.797 ps
NAND-U8710: 640.105 ps
AND-U8711: 226.013 ps
NOT-U8712: 382.322 ps
OR-U8713: 1424.62 ps
NAND-U8714: 290.402 ps
NOR-U8715: 1004.57 ps
AND-U8716: 317.042 ps
NAND-U8717: 315.085 ps
AND-U8718: 226.013 ps
NAND-U8719: 329.316 ps
NAND-U8720: 415.801 ps
NAND-U8721: 403.547 ps
OR-U8722: 527.551 ps
NAND-U8723: 308.341 ps
NAND-U8724: 310.732 ps
OR-U8725: 310.732 ps
AND-U8726: 264.735 ps
AND-U8727: 465.855 ps
AND-U8728: 327.476 ps
OR-U8729: 275.238 ps
NOT-U8730: 640.105 ps
OR-U8731: 391.263 ps
NAND-U8732: 264.735 ps
NAND-U8733: 223 ps
NOT-U8734: 637.684 ps
OR-U8735: 308.341 ps
NAND-U8736: 308.116 ps
NAND-U8737: 438.808 ps
NAND-U8738: 392.939 ps
NAND-U8739: 403.802 ps
NAND-U8740: 257.555 ps
NOT-U8741: 257.555 ps
AND-U8742: 410.637 ps
AND-U8743: 420.635 ps
NAND-U8744: 553.261 ps
NOT-U8745: 622.19 ps
NOT-U8746: 223 ps
NOT-U8747: 621.141 ps
AND-U8748: 455.39 ps
NAND-U8749: 455.39 ps
NAND-U8750: 486.184 ps
NAND-U8751: 507.283 ps
NOT-U8752: 621.905 ps
AND-U8753: 433.206 ps
NAND-U8754: 440.924 ps
NAND-U8755: 479.845 ps
NAND-U8756: 453.673 ps
NAND-U8757: 433.206 ps
AND-U8758: 410.637 ps
NAND-U8759: 440.924 ps
NAND-U8760: 245.604 ps
NOR-U8761: 692.041 ps
NAND-U8762: 266.858 ps
NAND-U8763: 289.716 ps
NOT-U8764: 721.399 ps
AND-U8765: 467.541 ps
NAND-U8766: 409.653 ps
OR-U8767: 518.564 ps
AND-U8768: 367.124 ps
NAND-U8769: 389.145 ps
OR-U8770: 952.264 ps
OR-U8771: 324.499 ps
OR-U8772: 865.234 ps
OR-U8773: 354.309 ps
NAND-U8774: 430.82 ps
OR-U8775: 539.73 ps
NAND-U8776: 414.032 ps
OR-U8777: 522.942 ps
NAND-U8778: 316.708 ps
OR-U8779: 430.907 ps
AND-U8780: 326.8 ps
OR-U8781: 948.96 ps
OR-U8782: 971.3 ps
AND-U8783: 722.526 ps
NAND-U8784: 245.604 ps
AND-U8785: 223 ps
AND-U8786: 927.563 ps
NAND-U8787: 928.288 ps
NAND-U8788: 242.996 ps
NAND-U8789: 278.611 ps
NAND-U8790: 570.425 ps
NOT-U8791: 570.425 ps
NAND-U8792: 876.829 ps
NAND-U8793: 245.032 ps
AND-U8794: 223 ps
AND-U8795: 253.322 ps
NOT-U8796: 568.674 ps
NOT-U8797: 1001 ps
NAND-U8798: 1215.88 ps
NOT-U8799: 1187.24 ps
NAND-U8800: 242.996 ps
NAND-U8801: 305.524 ps
NAND-U8802: 247.124 ps
NAND-U8803: 331.082 ps
NAND-U8804: 380.109 ps
NOT-U8805: 380.109 ps
NAND-U8806: 380.109 ps
NAND-U8807: 404.071 ps
NAND-U8808: 278.829 ps
NAND-U8809: 380.594 ps
NAND-U8810: 381.362 ps
NAND-U8811: 242.996 ps
OR-U8812: 266.059 ps
NAND-U8813: 348.356 ps
NAND-U8814: 226.013 ps
NAND-U8815: 226.013 ps
NAND-U8816: 226.013 ps
NAND-U8817: 226.013 ps
NAND-U8818: 226.013 ps
NAND-U8819: 247.124 ps
NAND-U8820: 494.885 ps
OR-U8821: 226.013 ps
NAND-U8822: 379.56 ps
AND-U8823: 428.834 ps
NOT-U8824: 317.69 ps
NAND-U8825: 289.199 ps
NAND-U8826: 573.324 ps
NOT-U8827: 536.926 ps
NAND-U8828: 498.4 ps
NAND-U8829: 525.526 ps
NAND-U8830: 498.4 ps
NAND-U8831: 247.124 ps
NAND-U8832: 299.193 ps
NAND-U8833: 488.602 ps
NOT-U8834: 226.013 ps
NAND-U8835: 856.616 ps
AND-U8836: 282.286 ps
NAND-U8837: 342.438 ps
NAND-U8838: 630.552 ps
NAND-U8839: 647.094 ps
NAND-U8840: 342.438 ps
NOT-U8841: 223 ps
NOT-U8842: 1084.46 ps
NOT-U8843: 1098.5 ps
NAND-U8844: 508.177 ps
NAND-U8845: 508.177 ps
NAND-U8846: 525.102 ps
NAND-U8847: 1240.6 ps
NAND-U8848: 952.402 ps
NOT-U8849: 555.436 ps
AND-U8850: 539.731 ps
AND-U8851: 459.622 ps
NAND-U8852: 587.12 ps
NAND-U8853: 539.731 ps
NAND-U8854: 555.865 ps
NOR-U8855: 954.341 ps
NOT-U8856: 555.865 ps
AND-U8857: 325.741 ps
NOT-U8858: 898.885 ps
NAND-U8859: 251.499 ps
NOT-U8860: 262.119 ps
NOT-U8861: 283.124 ps
NAND-U8862: 252.809 ps
NAND-U8863: 1144.61 ps
NAND-U8864: 737.621 ps
NAND-U8865: 777.161 ps
NAND-U8866: 824.861 ps
NAND-U8867: 449.688 ps
NAND-U8868: 289.716 ps
NAND-U8869: 622.194 ps
NOT-U8870: 729.399 ps
NOT-U8871: 737.621 ps
NAND-U8872: 692.041 ps
NAND-U8873: 245.604 ps
NAND-U8874: 264.735 ps
NAND-U8875: 640.08 ps
NAND-U8876: 698.725 ps
NAND-U8877: 622.194 ps
OR-U8878: 252.809 ps
AND-U8879: 236.7 ps
NAND-U8880: 735.998 ps
NAND-U8881: 289.716 ps
NAND-U8882: 735.998 ps
NOT-U8883: 673.554 ps
NAND-U8884: 828.355 ps
NOT-U8885: 605.582 ps
NAND-U8886: 660.237 ps
NAND-U8887: 825.754 ps
NAND-U8888: 405.229 ps
NAND-U8889: 407.33 ps
NAND-U8890: 469.113 ps
OR-U8891: 308.116 ps
NAND-U8892: 308.116 ps
AND-U8893: 338.84 ps
NAND-U8894: 1001 ps
NAND-U8895: 1319.65 ps
NAND-U8896: 1001 ps
NAND-U8897: 289.716 ps
NAND-U8898: 467.541 ps
NAND-U8899: 467.541 ps
NAND-U8900: 486.045 ps
NAND-U8901: 292.113 ps
NOT-U8902: 459.859 ps
NAND-U8903: 223 ps
NAND-U8904: 524.99 ps
AND-U8905: 237.321 ps
OR-U8906: 459.859 ps
AND-U8907: 223 ps
OR-U8908: 268.232 ps
AND-U8909: 490.795 ps
NOT-U8910: 1127.88 ps
NAND-U8911: 236.7 ps
NAND-U8912: 1134.84 ps
NOT-U8913: 1119.19 ps
NAND-U8914: 1119.19 ps
NAND-U8915: 1152.1 ps
NAND-U8916: 1233.23 ps
OR-U8917: 240.851 ps
NAND-U8918: 223 ps
AND-U8919: 368.783 ps
NAND-U8920: 368.783 ps
NAND-U8921: 420.585 ps
NOT-U8922: 368.783 ps
OR-U8923: 283.124 ps
NOT-U8924: 312.243 ps
NAND-U8925: 336.768 ps
NAND-U8926: 577.099 ps
NAND-U8927: 336.768 ps
NAND-U8928: 370.835 ps
NAND-U8929: 641.589 ps
NAND-U8930: 615.946 ps
NAND-U8931: 630.75 ps
NAND-U8932: 615.946 ps
NOT-U8933: 615.946 ps
OR-U8934: 354.205 ps
NAND-U8935: 336.768 ps
NOT-U8936: 618.371 ps
NAND-U8937: 403.559 ps
AND-U8938: 403.559 ps
OR-U8939: 570.872 ps
NAND-U8940: 424.321 ps
NAND-U8941: 679.218 ps
NAND-U8942: 936.637 ps
NAND-U8943: 815.411 ps
NAND-U8944: 755.501 ps
NAND-U8945: 253.322 ps
AND-U8946: 354.205 ps
NAND-U8947: 652.203 ps
NAND-U8948: 326.8 ps
NAND-U8949: 366.562 ps
NOT-U8950: 601.156 ps
AND-U8951: 242.996 ps
NAND-U8952: 303.443 ps
NAND-U8953: 592.116 ps
OR-U8954: 601.156 ps
NAND-U8955: 607.996 ps
NOT-U8956: 626.201 ps
NAND-U8957: 320.657 ps
NAND-U8958: 1225.65 ps
NAND-U8959: 467.636 ps
NAND-U8960: 242.996 ps
AND-U8961: 242.996 ps
NAND-U8962: 289.53 ps
NAND-U8963: 406.78 ps
NAND-U8964: 385.215 ps
NAND-U8965: 385.215 ps
NAND-U8966: 385.354 ps
NAND-U8967: 427.923 ps
NAND-U8968: 385.215 ps
NAND-U8969: 345.198 ps
NAND-U8970: 325.665 ps
NOT-U8971: 1211.13 ps
NOT-U8972: 1212.04 ps
NAND-U8973: 403.559 ps
NAND-U8974: 348.356 ps
NAND-U8975: 310.361 ps
NAND-U8976: 310.361 ps
AND-U8977: 349.074 ps
OR-U8978: 325.7 ps
AND-U8979: 325.7 ps
NAND-U8980: 341.278 ps
OR-U8981: 967.132 ps
NOT-U8982: 967.132 ps
OR-U8983: 325.7 ps
OR-U8984: 1013.24 ps
NAND-U8985: 395.237 ps
OR-U8986: 226.013 ps
AND-U8987: 226.013 ps
NAND-U8988: 295.146 ps
NAND-U8989: 226.013 ps
NAND-U8990: 226.013 ps
NAND-U8991: 414.799 ps
NAND-U8992: 888.905 ps
NAND-U8993: 237.321 ps
AND-U8994: 342.438 ps
OR-U8995: 367.124 ps
NAND-U8996: 266.158 ps
NAND-U8997: 308.116 ps
NAND-U8998: 779.506 ps
NAND-U8999: 526.505 ps
NOT-U9000: 579.808 ps
NOT-U9001: 712.853 ps
OR-U9002: 532.722 ps
NAND-U9003: 480.02 ps
NOR-U9004: 913.678 ps
NAND-U9005: 415.801 ps
OR-U9006: 806.403 ps
NOT-U9007: 449.688 ps
NAND-U9008: 484.693 ps
OR-U9009: 1833.95 ps
OR-U9010: 1453.32 ps
NAND-U9011: 2184.89 ps
NAND-U9012: 1230.05 ps
NAND-U9013: 452.137 ps
AND-U9014: 223 ps
NAND-U9015: 605.582 ps
NAND-U9016: 223 ps
NAND-U9017: 492.316 ps
NAND-U9018: 514.528 ps
NOT-U9019: 452.137 ps
NOT-U9020: 1363.37 ps
NOT-U9021: 420.585 ps
NAND-U9022: 1196.67 ps
NAND-U9023: 1129.64 ps
AND-U9024: 368.783 ps
AND-U9025: 399.07 ps
NAND-U9026: 534.3 ps
NAND-U9027: 401.539 ps
NAND-U9028: 399.07 ps
NOT-U9029: 580.034 ps
NOT-U9030: 580.857 ps
AND-U9031: 368.783 ps
NAND-U9032: 399.07 ps
NAND-U9033: 368.783 ps
NAND-U9034: 389.26 ps
NAND-U9035: 482.513 ps
AND-U9036: 391.352 ps
NAND-U9037: 391.352 ps
NAND-U9038: 411.818 ps
NAND-U9039: 437.99 ps
AND-U9040: 378.782 ps
NOT-U9041: 519.82 ps
NAND-U9042: 443.793 ps
NAND-U9043: 640.105 ps
NAND-U9044: 226.013 ps
NOR-U9045: 245.166 ps
NOR-U9046: 326.235 ps
NAND-U9047: 326.235 ps
AND-U9048: 373.537 ps
OR-U9049: 1258.03 ps
AND-U9050: 315.085 ps
NOR-U9051: 941.724 ps
NAND-U9052: 941.724 ps
AND-U9053: 270.804 ps
AND-U9054: 315.085 ps
AND-U9055: 302.594 ps
NAND-U9056: 266.597 ps
AND-U9057: 362.773 ps
AND-U9058: 290.389 ps
AND-U9059: 325.7 ps
OR-U9060: 717.451 ps
NAND-U9061: 288.767 ps
OR-U9062: 307.037 ps
NOT-U9063: 505.869 ps
AND-U9064: 327.088 ps
AND-U9065: 324.499 ps
AND-U9066: 289.605 ps
AND-U9067: 356.632 ps
NAND-U9068: 372.536 ps
AND-U9069: 322.784 ps
NOT-U9070: 1119.38 ps
AND-U9071: 226.013 ps
NOT-U9072: 513.729 ps
OR-U9073: 334.484 ps
NOR-U9074: 846.709 ps
NOR-U9075: 846.709 ps
NOR-U9076: 846.709 ps
NOR-U9077: 846.709 ps
AND-U9078: 872.916 ps
AND-U9079: 872.916 ps
AND-U9080: 449.688 ps
AND-U9081: 449.688 ps
NOR-U9082: 449.688 ps
NOT-U9083: 449.688 ps
NOT-U9084: 549.471 ps
AND-U9085: 577.121 ps
OR-U9086: 1081.1 ps
OR-U9087: 923.862 ps
NAND-U9088: 273.947 ps
NAND-U9089: 273.947 ps
OR-U9090: 226.013 ps
NAND-U9091: 226.013 ps
AND-U9092: 227.984 ps
AND-U9093: 449.688 ps
AND-U9094: 493.413 ps
AND-U9095: 493.413 ps
AND-U9096: 493.413 ps
AND-U9097: 493.413 ps
AND-U9098: 312.243 ps
NAND-U9099: 1510.75 ps
OR-U9100: 1081.1 ps
NOR-U9101: 243.058 ps
NAND-U9102: 262.119 ps
NOT-U9103: 445.751 ps
NOT-U9104: 606.942 ps
NOT-U9105: 446.57 ps
NOT-U9106: 445.715 ps
NOR-U9107: 292.208 ps
NOR-U9108: 1424.62 ps
AND-U9109: 442.13 ps
NOT-U9110: 652.856 ps
AND-U9111: 314.923 ps
NAND-U9112: 282.338 ps
OR-U9113: 333.776 ps
NOT-U9114: 480.837 ps
NAND-U9115: 387.16 ps
NOT-U9116: 550.955 ps
OR-U9117: 559.074 ps
NOT-U9118: 559.074 ps
AND-U9119: 279.904 ps
OR-U9120: 279.904 ps
NAND-U9121: 354.309 ps
AND-U9122: 354.309 ps
OR-U9123: 934.116 ps
NAND-U9124: 420.698 ps
OR-U9125: 1039.26 ps
NAND-U9126: 354.647 ps
OR-U9127: 380.056 ps
AND-U9128: 303.443 ps
AND-U9129: 223 ps
AND-U9130: 258.634 ps
OR-U9131: 922.425 ps
NOT-U9132: 922.425 ps
NAND-U9133: 443.004 ps
NAND-U9134: 437.215 ps
NOT-U9135: 760.009 ps
OR-U9136: 923.862 ps
NAND-U9137: 264.787 ps
NOR-U9138: 441.557 ps
OR-U9139: 351.753 ps
NOR-U9140: 321.024 ps
NAND-U9141: 321.024 ps
AND-U9142: 240.851 ps
AND-U9143: 302.886 ps
AND-U9144: 306.984 ps
OR-U9145: 306.984 ps
OR-U9146: 308.188 ps
OR-U9147: 308.188 ps
OR-U9148: 278.829 ps
OR-U9149: 375.508 ps
OR-U9150: 305.284 ps
AND-U9151: 283.11 ps
NAND-U9152: 375.475 ps
AND-U9153: 375.475 ps
OR-U9154: 904.191 ps
NOR-U9155: 333.745 ps
AND-U9156: 362.431 ps
NOT-U9157: 503.019 ps
OR-U9158: 292.216 ps
NAND-U9159: 341.713 ps
OR-U9160: 485.858 ps
AND-U9161: 298.6 ps
NOR-U9162: 755.308 ps
NOR-U9163: 755.308 ps
NAND-U9164: 379.546 ps
NOR-U9165: 797.783 ps
AND-U9166: 895.899 ps
AND-U9167: 889.634 ps
NOR-U9168: 759.959 ps
AND-U9169: 781.552 ps
AND-U9170: 717.698 ps
NOT-U9171: 896.798 ps
AND-U9172: 548.064 ps
NAND-U9173: 350.407 ps
NOT-U9174: 653.679 ps
AND-U9175: 578.879 ps
OR-U9176: 1400.86 ps
NOR-U9177: 319.7 ps
NOR-U9178: 508.92 ps
AND-U9179: 231.652 ps
NOR-U9180: 267.807 ps
NOR-U9181: 245.569 ps
NOR-U9182: 266.036 ps
NOR-U9183: 273.735 ps
NOR-U9184: 253.288 ps
NOR-U9185: 223 ps
NOR-U9186: 243.478 ps
AND-U9187: 336.73 ps
NOR-U9188: 255.797 ps
NOR-U9189: 253.328 ps
NOR-U9190: 253.803 ps
NOR-U9191: 231.652 ps
NOR-U9192: 253.06 ps
OR-U9193: 1412.72 ps
AND-U9194: 556.776 ps
AND-U9195: 586.319 ps
NOT-U9196: 1705.42 ps
